Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017
"55079000101","14000US55079000101","Census Tract 1.01, Milwaukee County, Wisconsin","Census Tract 1.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004717",,,,,"55","079",,,,"000101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306,5015,1343,3567,13,70,0,16,6,291,37,0,0,0,0,254,0
"55079000102","14000US55079000102","Census Tract 1.02, Milwaukee County, Wisconsin","Census Tract 1.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004718",,,,,"55","079",,,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648,3549,1034,2195,36,118,0,0,166,99,67,32,0,0,0,0,0
"55079000201","14000US55079000201","Census Tract 2.01, Milwaukee County, Wisconsin","Census Tract 2.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004719",,,,,"55","079",,,,"000201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791,4019,1185,2657,0,102,0,0,75,772,120,0,0,0,0,613,39
"55079000202","14000US55079000202","Census Tract 2.02, Milwaukee County, Wisconsin","Census Tract 2.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004720",,,,,"55","079",,,,"000202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6324,6148,2687,2810,87,390,12,0,162,176,113,0,0,0,0,63,0
"55079000301","14000US55079000301","Census Tract 3.01, Milwaukee County, Wisconsin","Census Tract 3.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004721",,,,,"55","079",,,,"000301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339,1339,1005,220,0,90,0,10,14,0,0,0,0,0,0,0,0
"55079000302","14000US55079000302","Census Tract 3.02, Milwaukee County, Wisconsin","Census Tract 3.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004722",,,,,"55","079",,,,"000302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091,2946,448,2363,11,40,0,0,84,145,74,25,0,0,0,34,12
"55079000303","14000US55079000303","Census Tract 3.03, Milwaukee County, Wisconsin","Census Tract 3.03, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004723",,,,,"55","079",,,,"000303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029,1980,864,941,0,77,0,0,98,49,25,0,0,0,0,24,0
"55079000304","14000US55079000304","Census Tract 3.04, Milwaukee County, Wisconsin","Census Tract 3.04, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004724",,,,,"55","079",,,,"000304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072,3024,1318,1140,0,445,0,38,83,48,36,0,0,0,0,12,0
"55079000400","14000US55079000400","Census Tract 4, Milwaukee County, Wisconsin","Census Tract 4, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004725",,,,,"55","079",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2365,610,1384,79,0,0,0,292,85,0,0,0,0,0,85,0
"55079000501","14000US55079000501","Census Tract 5.01, Milwaukee County, Wisconsin","Census Tract 5.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004726",,,,,"55","079",,,,"000501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3539,3348,1576,1436,0,62,0,27,247,191,45,0,0,0,0,37,109
"55079000502","14000US55079000502","Census Tract 5.02, Milwaukee County, Wisconsin","Census Tract 5.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004727",,,,,"55","079",,,,"000502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755,3722,820,2731,49,20,0,0,102,33,12,0,0,0,0,21,0
"55079000600","14000US55079000600","Census Tract 6, Milwaukee County, Wisconsin","Census Tract 6, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004728",,,,,"55","079",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6845,6723,1465,3612,0,1366,0,0,280,122,92,16,0,0,0,14,0
"55079000700","14000US55079000700","Census Tract 7, Milwaukee County, Wisconsin","Census Tract 7, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004729",,,,,"55","079",,,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454,3374,1291,1838,5,198,0,7,35,80,52,0,0,15,0,13,0
"55079000800","14000US55079000800","Census Tract 8, Milwaukee County, Wisconsin","Census Tract 8, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004730",,,,,"55","079",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433,5064,1155,3470,29,198,0,0,212,369,124,0,0,156,0,30,59
"55079000900","14000US55079000900","Census Tract 9, Milwaukee County, Wisconsin","Census Tract 9, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004731",,,,,"55","079",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,3575,741,2643,26,0,0,0,165,175,53,69,0,0,0,10,43
"55079001000","14000US55079001000","Census Tract 10, Milwaukee County, Wisconsin","Census Tract 10, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004732",,,,,"55","079",,,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726,3538,500,2604,1,286,0,23,124,188,94,22,7,0,5,39,21
"55079001100","14000US55079001100","Census Tract 11, Milwaukee County, Wisconsin","Census Tract 11, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004733",,,,,"55","079",,,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677,2677,304,2353,6,0,0,0,14,0,0,0,0,0,0,0,0
"55079001200","14000US55079001200","Census Tract 12, Milwaukee County, Wisconsin","Census Tract 12, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004734",,,,,"55","079",,,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2790,2611,215,1474,4,826,0,0,92,179,37,6,0,0,0,136,0
"55079001300","14000US55079001300","Census Tract 13, Milwaukee County, Wisconsin","Census Tract 13, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004735",,,,,"55","079",,,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929,3794,317,2923,0,519,0,0,35,135,0,82,19,0,0,15,19
"55079001400","14000US55079001400","Census Tract 14, Milwaukee County, Wisconsin","Census Tract 14, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004736",,,,,"55","079",,,,"001400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,2439,364,1438,20,573,0,0,44,90,12,11,0,0,0,4,63
"55079001500","14000US55079001500","Census Tract 15, Milwaukee County, Wisconsin","Census Tract 15, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004737",,,,,"55","079",,,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161,3161,538,1818,54,741,0,0,10,0,0,0,0,0,0,0,0
"55079001600","14000US55079001600","Census Tract 16, Milwaukee County, Wisconsin","Census Tract 16, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004738",,,,,"55","079",,,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032,2951,525,2112,0,222,0,0,92,81,20,14,0,0,0,13,34
"55079001700","14000US55079001700","Census Tract 17, Milwaukee County, Wisconsin","Census Tract 17, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004739",,,,,"55","079",,,,"001700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499,4381,1324,2963,0,86,0,0,8,118,118,0,0,0,0,0,0
"55079001800","14000US55079001800","Census Tract 18, Milwaukee County, Wisconsin","Census Tract 18, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004740",,,,,"55","079",,,,"001800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036,2978,538,2252,0,149,0,0,39,58,27,0,7,0,0,24,0
"55079001900","14000US55079001900","Census Tract 19, Milwaukee County, Wisconsin","Census Tract 19, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004741",,,,,"55","079",,,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,2870,608,1925,50,91,0,0,196,131,70,0,0,0,0,61,0
"55079002000","14000US55079002000","Census Tract 20, Milwaukee County, Wisconsin","Census Tract 20, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004742",,,,,"55","079",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263,2209,362,1769,1,29,0,0,48,54,35,0,0,0,0,6,13
"55079002100","14000US55079002100","Census Tract 21, Milwaukee County, Wisconsin","Census Tract 21, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004743",,,,,"55","079",,,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067,2047,154,1880,0,0,0,0,13,20,0,0,0,0,0,20,0
"55079002200","14000US55079002200","Census Tract 22, Milwaukee County, Wisconsin","Census Tract 22, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004744",,,,,"55","079",,,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582,1510,526,855,29,0,0,0,100,72,67,0,0,0,0,0,5
"55079002300","14000US55079002300","Census Tract 23, Milwaukee County, Wisconsin","Census Tract 23, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004745",,,,,"55","079",,,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4078,4063,179,3765,0,38,0,0,81,15,8,0,0,0,0,0,7
"55079002400","14000US55079002400","Census Tract 24, Milwaukee County, Wisconsin","Census Tract 24, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004746",,,,,"55","079",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756,1746,33,1497,0,199,0,0,17,10,0,0,0,0,0,0,10
"55079002500","14000US55079002500","Census Tract 25, Milwaukee County, Wisconsin","Census Tract 25, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004747",,,,,"55","079",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2015,68,1756,8,0,116,0,67,25,8,4,0,0,0,0,13
"55079002600","14000US55079002600","Census Tract 26, Milwaukee County, Wisconsin","Census Tract 26, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004748",,,,,"55","079",,,,"002600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838,2779,229,2545,0,0,0,0,5,59,24,20,0,0,0,15,0
"55079002700","14000US55079002700","Census Tract 27, Milwaukee County, Wisconsin","Census Tract 27, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004749",,,,,"55","079",,,,"002700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,1806,119,1540,0,119,0,0,28,0,0,0,0,0,0,0,0
"55079002800","14000US55079002800","Census Tract 28, Milwaukee County, Wisconsin","Census Tract 28, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004750",,,,,"55","079",,,,"002800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224,2169,119,1857,5,0,0,0,188,55,55,0,0,0,0,0,0
"55079002900","14000US55079002900","Census Tract 29, Milwaukee County, Wisconsin","Census Tract 29, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004751",,,,,"55","079",,,,"002900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,1869,122,1728,12,0,0,0,7,132,26,3,0,0,0,103,0
"55079003000","14000US55079003000","Census Tract 30, Milwaukee County, Wisconsin","Census Tract 30, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004752",,,,,"55","079",,,,"003000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4067,3949,537,2727,0,286,0,48,351,118,33,0,0,0,0,25,60
"55079003100","14000US55079003100","Census Tract 31, Milwaukee County, Wisconsin","Census Tract 31, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004753",,,,,"55","079",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3703,3641,428,2765,22,306,0,0,120,62,0,14,13,0,0,35,0
"55079003200","14000US55079003200","Census Tract 32, Milwaukee County, Wisconsin","Census Tract 32, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004754",,,,,"55","079",,,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2898,2710,448,1851,0,372,0,0,39,188,82,0,0,0,0,106,0
"55079003300","14000US55079003300","Census Tract 33, Milwaukee County, Wisconsin","Census Tract 33, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004755",,,,,"55","079",,,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314,4926,1161,3355,0,323,0,0,87,388,73,9,0,0,0,266,40
"55079003400","14000US55079003400","Census Tract 34, Milwaukee County, Wisconsin","Census Tract 34, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004756",,,,,"55","079",,,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6083,5779,1985,3404,7,290,0,0,93,304,0,0,0,0,0,271,33
"55079003500","14000US55079003500","Census Tract 35, Milwaukee County, Wisconsin","Census Tract 35, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004757",,,,,"55","079",,,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601,3553,601,2710,0,86,10,26,120,48,33,7,8,0,0,0,0
"55079003600","14000US55079003600","Census Tract 36, Milwaukee County, Wisconsin","Census Tract 36, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004758",,,,,"55","079",,,,"003600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194,2142,228,1852,7,52,0,0,3,52,20,0,0,0,0,32,0
"55079003700","14000US55079003700","Census Tract 37, Milwaukee County, Wisconsin","Census Tract 37, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004759",,,,,"55","079",,,,"003700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239,2234,193,1994,0,0,0,0,47,5,4,0,0,0,0,0,1
"55079003800","14000US55079003800","Census Tract 38, Milwaukee County, Wisconsin","Census Tract 38, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004760",,,,,"55","079",,,,"003800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,2276,205,2007,0,0,0,0,64,47,0,0,0,0,0,47,0
"55079003900","14000US55079003900","Census Tract 39, Milwaukee County, Wisconsin","Census Tract 39, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004761",,,,,"55","079",,,,"003900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,2678,50,2601,0,0,0,0,27,0,0,0,0,0,0,0,0
"55079004000","14000US55079004000","Census Tract 40, Milwaukee County, Wisconsin","Census Tract 40, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004762",,,,,"55","079",,,,"004000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,2528,95,2375,0,0,0,0,58,17,9,0,0,0,0,0,8
"55079004100","14000US55079004100","Census Tract 41, Milwaukee County, Wisconsin","Census Tract 41, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004763",,,,,"55","079",,,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,2329,140,2132,0,0,0,0,57,50,0,0,0,0,0,30,20
"55079004200","14000US55079004200","Census Tract 42, Milwaukee County, Wisconsin","Census Tract 42, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004764",,,,,"55","079",,,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3167,18,3120,1,0,0,0,28,133,133,0,0,0,0,0,0
"55079004300","14000US55079004300","Census Tract 43, Milwaukee County, Wisconsin","Census Tract 43, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004765",,,,,"55","079",,,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382,5177,202,4748,19,0,0,0,208,205,205,0,0,0,0,0,0
"55079004400","14000US55079004400","Census Tract 44, Milwaukee County, Wisconsin","Census Tract 44, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004766",,,,,"55","079",,,,"004400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,3610,804,2684,0,44,0,0,78,308,301,0,0,0,0,7,0
"55079004500","14000US55079004500","Census Tract 45, Milwaukee County, Wisconsin","Census Tract 45, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004767",,,,,"55","079",,,,"004500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160,3053,76,2854,1,30,0,8,84,107,16,17,0,0,0,74,0
"55079004600","14000US55079004600","Census Tract 46, Milwaukee County, Wisconsin","Census Tract 46, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004768",,,,,"55","079",,,,"004600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,3135,41,2987,0,78,0,0,29,19,9,10,0,0,0,0,0
"55079004700","14000US55079004700","Census Tract 47, Milwaukee County, Wisconsin","Census Tract 47, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004769",,,,,"55","079",,,,"004700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893,3828,37,3758,0,0,0,0,33,65,9,56,0,0,0,0,0
"55079004800","14000US55079004800","Census Tract 48, Milwaukee County, Wisconsin","Census Tract 48, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004770",,,,,"55","079",,,,"004800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088,4070,150,3802,58,20,0,0,40,18,1,0,0,0,0,0,17
"55079004900","14000US55079004900","Census Tract 49, Milwaukee County, Wisconsin","Census Tract 49, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004771",,,,,"55","079",,,,"004900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136,4035,1022,2736,0,0,0,0,277,101,59,32,0,0,0,10,0
"55079005000","14000US55079005000","Census Tract 50, Milwaukee County, Wisconsin","Census Tract 50, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004772",,,,,"55","079",,,,"005000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5316,5138,1342,3572,13,47,0,0,164,178,38,40,0,0,0,7,93
"55079005100","14000US55079005100","Census Tract 51, Milwaukee County, Wisconsin","Census Tract 51, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004773",,,,,"55","079",,,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311,3224,595,2531,0,36,0,0,62,87,43,43,0,0,0,0,1
"55079005200","14000US55079005200","Census Tract 52, Milwaukee County, Wisconsin","Census Tract 52, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004774",,,,,"55","079",,,,"005200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463,1438,795,572,0,16,0,0,55,25,5,0,0,0,0,12,8
"55079005300","14000US55079005300","Census Tract 53, Milwaukee County, Wisconsin","Census Tract 53, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004775",,,,,"55","079",,,,"005300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088,1880,1175,570,21,0,0,0,114,208,117,0,0,0,0,37,54
"55079005400","14000US55079005400","Census Tract 54, Milwaukee County, Wisconsin","Census Tract 54, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004776",,,,,"55","079",,,,"005400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904,3786,3205,468,0,27,0,0,86,118,69,1,0,0,0,31,17
"55079005500","14000US55079005500","Census Tract 55, Milwaukee County, Wisconsin","Census Tract 55, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004777",,,,,"55","079",,,,"005500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261,3025,2589,326,0,64,5,0,41,236,119,0,0,0,0,78,39
"55079005600","14000US55079005600","Census Tract 56, Milwaukee County, Wisconsin","Census Tract 56, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004778",,,,,"55","079",,,,"005600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,2015,1811,153,0,34,4,0,13,41,19,0,0,0,0,22,0
"55079005700","14000US55079005700","Census Tract 57, Milwaukee County, Wisconsin","Census Tract 57, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004779",,,,,"55","079",,,,"005700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308,2261,2035,198,0,6,0,0,22,47,18,0,22,0,0,7,0
"55079005800","14000US55079005800","Census Tract 58, Milwaukee County, Wisconsin","Census Tract 58, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004780",,,,,"55","079",,,,"005800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528,3328,2084,1152,10,0,0,0,82,200,160,18,0,0,0,22,0
"55079005900","14000US55079005900","Census Tract 59, Milwaukee County, Wisconsin","Census Tract 59, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004781",,,,,"55","079",,,,"005900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557,3272,729,2366,12,85,0,0,80,285,46,0,0,0,0,239,0
"55079006000","14000US55079006000","Census Tract 60, Milwaukee County, Wisconsin","Census Tract 60, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004782",,,,,"55","079",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535,2481,184,2291,1,0,0,0,5,54,25,0,0,0,0,7,22
"55079006100","14000US55079006100","Census Tract 61, Milwaukee County, Wisconsin","Census Tract 61, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004783",,,,,"55","079",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089,2004,315,1562,5,0,0,0,122,85,0,4,0,0,0,81,0
"55079006200","14000US55079006200","Census Tract 62, Milwaukee County, Wisconsin","Census Tract 62, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004784",,,,,"55","079",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224,2183,42,2099,0,42,0,0,0,41,9,0,0,0,0,32,0
"55079006300","14000US55079006300","Census Tract 63, Milwaukee County, Wisconsin","Census Tract 63, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004785",,,,,"55","079",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,2217,28,2139,0,0,0,0,50,60,8,43,0,0,0,0,9
"55079006400","14000US55079006400","Census Tract 64, Milwaukee County, Wisconsin","Census Tract 64, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004786",,,,,"55","079",,,,"006400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952,2951,1,2697,0,9,0,0,244,1,1,0,0,0,0,0,0
"55079006500","14000US55079006500","Census Tract 65, Milwaukee County, Wisconsin","Census Tract 65, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004787",,,,,"55","079",,,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619,2558,33,2455,4,66,0,0,0,61,57,0,4,0,0,0,0
"55079006600","14000US55079006600","Census Tract 66, Milwaukee County, Wisconsin","Census Tract 66, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004788",,,,,"55","079",,,,"006600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509,3195,5,3067,0,0,0,0,123,314,302,12,0,0,0,0,0
"55079006700","14000US55079006700","Census Tract 67, Milwaukee County, Wisconsin","Census Tract 67, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004789",,,,,"55","079",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533,1478,33,1432,0,0,0,0,13,55,5,37,0,0,0,7,6
