Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017
"55079100400","14000US55079100400","Census Tract 1004, Milwaukee County, Wisconsin","Census Tract 1004, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004940",,,,,"55","079",,,,"100400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2449,2172,2007,138,0,0,0,0,27,277,141,0,0,0,0,111,25
"55079100500","14000US55079100500","Census Tract 1005, Milwaukee County, Wisconsin","Census Tract 1005, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004941",,,,,"55","079",,,,"100500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3539,3236,2869,317,9,30,0,0,11,303,188,7,24,0,0,42,42
"55079100600","14000US55079100600","Census Tract 1006, Milwaukee County, Wisconsin","Census Tract 1006, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004942",,,,,"55","079",,,,"100600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,2102,1977,77,11,0,0,0,37,182,177,0,0,0,0,0,5
"55079100700","14000US55079100700","Census Tract 1007, Milwaukee County, Wisconsin","Census Tract 1007, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004943",,,,,"55","079",,,,"100700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558,2370,2257,56,0,17,0,0,40,188,82,0,0,0,0,106,0
"55079100800","14000US55079100800","Census Tract 1008, Milwaukee County, Wisconsin","Census Tract 1008, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004944",,,,,"55","079",,,,"100800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993,2827,2610,43,0,104,0,0,70,166,111,0,0,0,0,55,0
"55079100900","14000US55079100900","Census Tract 1009, Milwaukee County, Wisconsin","Census Tract 1009, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004945",,,,,"55","079",,,,"100900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3683,3258,2926,34,12,285,0,0,1,425,205,24,11,0,0,0,185
"55079101000","14000US55079101000","Census Tract 1010, Milwaukee County, Wisconsin","Census Tract 1010, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004946",,,,,"55","079",,,,"101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5204,4780,4109,504,43,48,0,0,76,424,262,0,45,0,0,30,87
"55079101100","14000US55079101100","Census Tract 1011, Milwaukee County, Wisconsin","Census Tract 1011, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004947",,,,,"55","079",,,,"101100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1728,1512,84,0,76,0,0,56,153,80,11,0,0,0,12,50
"55079101200","14000US55079101200","Census Tract 1012, Milwaukee County, Wisconsin","Census Tract 1012, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004948",,,,,"55","079",,,,"101200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146,2915,2825,28,0,27,0,0,35,231,208,0,0,0,0,23,0
"55079101300","14000US55079101300","Census Tract 1013, Milwaukee County, Wisconsin","Census Tract 1013, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004949",,,,,"55","079",,,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033,2859,2667,54,8,98,0,0,32,174,105,0,0,0,0,0,69
"55079101400","14000US55079101400","Census Tract 1014, Milwaukee County, Wisconsin","Census Tract 1014, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004950",,,,,"55","079",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3398,3056,2784,82,33,54,0,0,103,342,192,0,0,0,0,125,25
"55079101500","14000US55079101500","Census Tract 1015, Milwaukee County, Wisconsin","Census Tract 1015, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004951",,,,,"55","079",,,,"101500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828,4218,3789,198,0,133,0,12,86,610,610,0,0,0,0,0,0
"55079101600","14000US55079101600","Census Tract 1016, Milwaukee County, Wisconsin","Census Tract 1016, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004952",,,,,"55","079",,,,"101600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4747,4020,3587,153,19,125,0,0,136,727,520,25,0,0,0,140,42
"55079101700","14000US55079101700","Census Tract 1017, Milwaukee County, Wisconsin","Census Tract 1017, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004953",,,,,"55","079",,,,"101700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609,3212,2968,153,0,0,0,0,91,397,294,0,0,0,0,69,34
"55079101800","14000US55079101800","Census Tract 1018, Milwaukee County, Wisconsin","Census Tract 1018, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004954",,,,,"55","079",,,,"101800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,2510,2207,41,0,201,0,12,49,83,83,0,0,0,0,0,0
"55079110100","14000US55079110100","Census Tract 1101, Milwaukee County, Wisconsin","Census Tract 1101, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004955",,,,,"55","079",,,,"110100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4197,3138,2295,388,44,130,0,0,281,1059,613,0,0,0,0,393,53
"55079120101","14000US55079120101","Census Tract 1201.01, Milwaukee County, Wisconsin","Census Tract 1201.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004956",,,,,"55","079",,,,"120101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,3869,3569,3,24,231,0,42,0,56,56,0,0,0,0,0,0
"55079120102","14000US55079120102","Census Tract 1201.02, Milwaukee County, Wisconsin","Census Tract 1201.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004957",,,,,"55","079",,,,"120102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854,3651,3545,34,0,59,0,0,13,203,160,0,0,0,0,37,6
"55079120201","14000US55079120201","Census Tract 1202.01, Milwaukee County, Wisconsin","Census Tract 1202.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004958",,,,,"55","079",,,,"120201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585,3493,3206,114,42,131,0,0,0,92,91,0,0,0,0,0,1
"55079120202","14000US55079120202","Census Tract 1202.02, Milwaukee County, Wisconsin","Census Tract 1202.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004959",,,,,"55","079",,,,"120202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422,2959,2711,142,32,74,0,0,0,463,411,0,0,0,0,46,6
"55079120203","14000US55079120203","Census Tract 1202.03, Milwaukee County, Wisconsin","Census Tract 1202.03, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004960",,,,,"55","079",,,,"120203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567,3167,3070,14,31,43,0,0,9,400,359,23,0,0,0,18,0
"55079120300","14000US55079120300","Census Tract 1203, Milwaukee County, Wisconsin","Census Tract 1203, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004961",,,,,"55","079",,,,"120300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,1574,1387,53,0,59,0,0,75,369,304,0,37,0,0,12,16
"55079120400","14000US55079120400","Census Tract 1204, Milwaukee County, Wisconsin","Census Tract 1204, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004962",,,,,"55","079",,,,"120400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6689,5669,5431,102,30,29,0,0,77,1020,922,10,0,0,0,88,0
"55079120501","14000US55079120501","Census Tract 1205.01, Milwaukee County, Wisconsin","Census Tract 1205.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004963",,,,,"55","079",,,,"120501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4321,3894,3233,223,0,415,0,0,23,427,346,0,11,0,0,70,0
"55079120502","14000US55079120502","Census Tract 1205.02, Milwaukee County, Wisconsin","Census Tract 1205.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004964",,,,,"55","079",,,,"120502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5212,5008,4343,43,0,580,0,0,42,204,180,0,0,0,0,24,0
"55079130100","14000US55079130100","Census Tract 1301, Milwaukee County, Wisconsin","Census Tract 1301, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004965",,,,,"55","079",,,,"130100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855,4602,4400,31,0,64,0,33,74,253,253,0,0,0,0,0,0
"55079130200","14000US55079130200","Census Tract 1302, Milwaukee County, Wisconsin","Census Tract 1302, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004966",,,,,"55","079",,,,"130200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863,2730,2622,34,0,14,0,0,60,133,93,27,0,0,0,13,0
"55079140100","14000US55079140100","Census Tract 1401, Milwaukee County, Wisconsin","Census Tract 1401, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004967",,,,,"55","079",,,,"140100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986,2913,2763,19,0,131,0,0,0,73,73,0,0,0,0,0,0
"55079140201","14000US55079140201","Census Tract 1402.01, Milwaukee County, Wisconsin","Census Tract 1402.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004968",,,,,"55","079",,,,"140201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362,4980,4612,117,11,98,0,0,142,382,228,0,48,0,0,28,78
"55079140202","14000US55079140202","Census Tract 1402.02, Milwaukee County, Wisconsin","Census Tract 1402.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004969",,,,,"55","079",,,,"140202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5805,5680,5317,53,80,132,0,0,98,125,16,34,0,0,0,75,0
"55079150100","14000US55079150100","Census Tract 1501, Milwaukee County, Wisconsin","Census Tract 1501, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004970",,,,,"55","079",,,,"150100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8697,8178,6831,71,54,1012,0,0,210,519,396,0,18,0,0,41,64
"55079150301","14000US55079150301","Census Tract 1503.01, Milwaukee County, Wisconsin","Census Tract 1503.01, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004971",,,,,"55","079",,,,"150301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5884,5709,5152,39,0,297,0,0,221,175,154,0,0,0,0,20,1
"55079150303","14000US55079150303","Census Tract 1503.03, Milwaukee County, Wisconsin","Census Tract 1503.03, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004972",,,,,"55","079",,,,"150303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4957,4859,4562,0,0,283,0,0,14,98,98,0,0,0,0,0,0
"55079150304","14000US55079150304","Census Tract 1503.04, Milwaukee County, Wisconsin","Census Tract 1503.04, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004973",,,,,"55","079",,,,"150304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972,3838,3359,142,0,177,0,17,143,134,122,0,0,0,0,0,12
"55079160100","14000US55079160100","Census Tract 1601, Milwaukee County, Wisconsin","Census Tract 1601, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004974",,,,,"55","079",,,,"160100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6655,6023,5609,141,0,214,0,20,39,632,632,0,0,0,0,0,0
"55079160202","14000US55079160202","Census Tract 1602.02, Milwaukee County, Wisconsin","Census Tract 1602.02, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004975",,,,,"55","079",,,,"160202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7031,6497,6034,108,0,336,0,0,19,534,253,0,0,0,0,265,16
"55079160203","14000US55079160203","Census Tract 1602.03, Milwaukee County, Wisconsin","Census Tract 1602.03, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004976",,,,,"55","079",,,,"160203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079,5611,4984,217,0,362,0,0,48,468,322,0,0,0,0,112,34
"55079160204","14000US55079160204","Census Tract 1602.04, Milwaukee County, Wisconsin","Census Tract 1602.04, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004977",,,,,"55","079",,,,"160204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968,4413,3834,86,13,288,0,0,192,555,536,0,0,0,0,19,0
"55079160300","14000US55079160300","Census Tract 1603, Milwaukee County, Wisconsin","Census Tract 1603, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004978",,,,,"55","079",,,,"160300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9847,9108,8373,180,108,281,0,0,166,739,588,0,0,0,0,151,0
"55079170100","14000US55079170100","Census Tract 1701, Milwaukee County, Wisconsin","Census Tract 1701, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004979",,,,,"55","079",,,,"170100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,2556,2480,0,39,8,0,0,29,169,119,0,13,0,0,0,37
"55079170200","14000US55079170200","Census Tract 1702, Milwaukee County, Wisconsin","Census Tract 1702, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004980",,,,,"55","079",,,,"170200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774,3372,3152,32,0,50,0,0,138,402,394,0,0,0,0,8,0
"55079170300","14000US55079170300","Census Tract 1703, Milwaukee County, Wisconsin","Census Tract 1703, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004981",,,,,"55","079",,,,"170300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671,2479,2360,42,19,0,0,0,58,192,180,0,0,0,0,12,0
"55079170400","14000US55079170400","Census Tract 1704, Milwaukee County, Wisconsin","Census Tract 1704, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004982",,,,,"55","079",,,,"170400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312,3230,3111,27,0,42,0,0,50,82,69,0,8,0,0,5,0
"55079170500","14000US55079170500","Census Tract 1705, Milwaukee County, Wisconsin","Census Tract 1705, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004983",,,,,"55","079",,,,"170500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,2215,2121,50,16,5,0,0,23,134,133,0,0,0,0,1,0
"55079170600","14000US55079170600","Census Tract 1706, Milwaukee County, Wisconsin","Census Tract 1706, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004984",,,,,"55","079",,,,"170600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3393,2877,2577,102,22,9,0,0,167,516,377,0,16,0,0,58,65
"55079170700","14000US55079170700","Census Tract 1707, Milwaukee County, Wisconsin","Census Tract 1707, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004985",,,,,"55","079",,,,"170700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939,2753,2642,48,7,15,0,0,41,186,125,0,12,0,0,41,8
"55079180100","14000US55079180100","Census Tract 1801, Milwaukee County, Wisconsin","Census Tract 1801, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004986",,,,,"55","079",,,,"180100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,2921,2758,114,27,0,0,0,22,233,107,0,0,0,0,111,15
"55079180200","14000US55079180200","Census Tract 1802, Milwaukee County, Wisconsin","Census Tract 1802, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004987",,,,,"55","079",,,,"180200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694,4106,3842,58,82,72,0,0,52,588,184,0,0,0,0,204,200
"55079180300","14000US55079180300","Census Tract 1803, Milwaukee County, Wisconsin","Census Tract 1803, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004988",,,,,"55","079",,,,"180300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337,2485,2106,201,28,0,0,0,150,852,666,21,0,0,0,146,19
"55079180400","14000US55079180400","Census Tract 1804, Milwaukee County, Wisconsin","Census Tract 1804, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004989",,,,,"55","079",,,,"180400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627,2565,2403,0,24,111,0,0,27,62,62,0,0,0,0,0,0
"55079180500","14000US55079180500","Census Tract 1805, Milwaukee County, Wisconsin","Census Tract 1805, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004990",,,,,"55","079",,,,"180500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487,3891,3676,31,11,158,0,0,15,596,434,41,28,0,0,57,36
"55079185100","14000US55079185100","Census Tract 1851, Milwaukee County, Wisconsin","Census Tract 1851, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004991",,,,,"55","079",,,,"185100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4430,3979,3528,119,90,75,0,48,119,451,406,0,0,0,0,45,0
"55079185200","14000US55079185200","Census Tract 1852, Milwaukee County, Wisconsin","Census Tract 1852, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004992",,,,,"55","079",,,,"185200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016,4561,4063,184,75,105,0,50,84,455,400,0,0,0,0,29,26
"55079185300","14000US55079185300","Census Tract 1853, Milwaukee County, Wisconsin","Census Tract 1853, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004993",,,,,"55","079",,,,"185300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3430,3368,3181,66,2,113,0,0,6,62,15,0,0,0,0,36,11
"55079185400","14000US55079185400","Census Tract 1854, Milwaukee County, Wisconsin","Census Tract 1854, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004994",,,,,"55","079",,,,"185400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,1504,26,1316,0,0,0,20,142,18,0,0,0,0,0,18,0
"55079185500","14000US55079185500","Census Tract 1855, Milwaukee County, Wisconsin","Census Tract 1855, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004995",,,,,"55","079",,,,"185500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1975,45,1920,0,0,0,0,10,0,0,0,0,0,0,0,0
"55079185600","14000US55079185600","Census Tract 1856, Milwaukee County, Wisconsin","Census Tract 1856, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004996",,,,,"55","079",,,,"185600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,2004,353,1603,17,0,0,0,31,0,0,0,0,0,0,0,0
"55079185700","14000US55079185700","Census Tract 1857, Milwaukee County, Wisconsin","Census Tract 1857, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004997",,,,,"55","079",,,,"185700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835,1722,60,1661,0,0,0,0,1,113,21,6,0,0,0,66,20
"55079185800","14000US55079185800","Census Tract 1858, Milwaukee County, Wisconsin","Census Tract 1858, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004998",,,,,"55","079",,,,"185800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,1539,35,1336,64,0,0,0,104,32,32,0,0,0,0,0,0
"55079185900","14000US55079185900","Census Tract 1859, Milwaukee County, Wisconsin","Census Tract 1859, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0004999",,,,,"55","079",,,,"185900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1221,96,800,0,325,0,0,0,31,31,0,0,0,0,0,0
"55079186000","14000US55079186000","Census Tract 1860, Milwaukee County, Wisconsin","Census Tract 1860, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005000",,,,,"55","079",,,,"186000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,1355,170,1172,3,0,0,0,10,0,0,0,0,0,0,0,0
"55079186100","14000US55079186100","Census Tract 1861, Milwaukee County, Wisconsin","Census Tract 1861, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005001",,,,,"55","079",,,,"186100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,1863,54,1412,81,269,0,0,47,106,55,49,0,0,0,0,2
"55079186200","14000US55079186200","Census Tract 1862, Milwaukee County, Wisconsin","Census Tract 1862, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005002",,,,,"55","079",,,,"186200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,1126,63,1024,3,10,0,0,26,140,44,2,0,0,0,94,0
"55079186300","14000US55079186300","Census Tract 1863, Milwaukee County, Wisconsin","Census Tract 1863, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005003",,,,,"55","079",,,,"186300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754,2538,1301,1091,18,22,0,0,106,216,128,27,0,0,0,41,20
"55079186400","14000US55079186400","Census Tract 1864, Milwaukee County, Wisconsin","Census Tract 1864, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005004",,,,,"55","079",,,,"186400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,1458,1210,81,0,84,19,0,64,52,27,0,0,0,0,25,0
"55079186500","14000US55079186500","Census Tract 1865, Milwaukee County, Wisconsin","Census Tract 1865, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005005",,,,,"55","079",,,,"186500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,746,632,52,36,22,0,0,4,689,297,0,23,0,0,349,20
"55079186600","14000US55079186600","Census Tract 1866, Milwaukee County, Wisconsin","Census Tract 1866, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005006",,,,,"55","079",,,,"186600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,709,439,211,3,38,0,0,18,1261,931,14,0,0,0,86,230
"55079186800","14000US55079186800","Census Tract 1868, Milwaukee County, Wisconsin","Census Tract 1868, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005007",,,,,"55","079",,,,"186800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,823,285,466,0,43,0,0,29,484,130,0,7,0,0,251,96
"55079186900","14000US55079186900","Census Tract 1869, Milwaukee County, Wisconsin","Census Tract 1869, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005008",,,,,"55","079",,,,"186900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359,2233,1763,215,0,161,0,0,94,126,126,0,0,0,0,0,0
"55079187000","14000US55079187000","Census Tract 1870, Milwaukee County, Wisconsin","Census Tract 1870, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005009",,,,,"55","079",,,,"187000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455,3359,2641,229,106,275,0,17,91,96,81,0,0,0,0,15,0
"55079187200","14000US55079187200","Census Tract 1872, Milwaukee County, Wisconsin","Census Tract 1872, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005010",,,,,"55","079",,,,"187200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5439,5052,3339,1300,38,222,0,0,153,387,229,11,0,0,0,81,66
"55079187300","14000US55079187300","Census Tract 1873, Milwaukee County, Wisconsin","Census Tract 1873, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005011",,,,,"55","079",,,,"187300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,5944,5290,37,0,422,0,0,195,756,718,0,0,0,0,38,0
"55079187400","14000US55079187400","Census Tract 1874, Milwaukee County, Wisconsin","Census Tract 1874, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005012",,,,,"55","079",,,,"187400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,2474,2238,173,0,22,0,0,41,37,37,0,0,0,0,0,0
"55079980000","14000US55079980000","Census Tract 9800, Milwaukee County, Wisconsin","Census Tract 9800, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005013",,,,,"55","079",,,,"980000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55079990000","14000US55079990000","Census Tract 9900, Milwaukee County, Wisconsin","Census Tract 9900, Milwaukee County, Wisconsin","wi","140","00","ACSSF","0005014",,,,,"55","079",,,,"990000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
